,osm_id,code,fclass,name,lon,lat
0,366394794,2002,fire_station,Coal Creek Canyon Fire Department Station 1,-105.34751,39.90629
1,366395415,2002,fire_station,West Metro Fire Rescue Station 8,-105.09846,39.68258
2,366395074,2002,fire_station,West Metro Fire Rescue Station 7,-105.06611,39.697
3,366395800,2001,police,Lakewood Police Department,-105.08583,39.70765
4,1524684553,2007,library,Jeffco Public Library Belmar Branch,-105.08424,39.70651
5,1524684593,2008,town_hall,Lakewood Civic Center,-105.08472,39.70806
6,1524684632,2009,courthouse,Lakewood Municipal Court,-105.0864,39.70765
7,366395723,2007,library,Wheat Ridge Library,-105.05709,39.76258
8,366395816,2001,police,Edgewater Police Department,-105.06165,39.75313
9,366395063,2002,fire_station,West Metro Fire Rescue Station 12,-105.10951,39.61428
10,366395429,2002,fire_station,West Metro Fire Rescue Storage Station,-105.09784,39.65698
11,806323543,2002,fire_station,West Metro Fire Protection District,-105.11055,39.65177
12,366394543,2099,public_building,City of Arvada Service Center,-105.16639,39.81806
13,366394996,2002,fire_station,Arvada Fire Protection District Station 7,-105.16563,39.82587
14,366395059,2002,fire_station,Arvada Fire Protection District Training Center and Maintenance,-105.16583,39.81647
15,366395122,2002,fire_station,Arvada Fire Protection District Station 8,-105.18434,39.81229
16,1233520487,2005,post_office,,-105.16388,39.81296
17,366395079,2002,fire_station,Indian Hills Fire / Rescue,-105.26739,39.63742
18,366395101,2002,fire_station,Foothills Fire and Rescue Lookout Mountain Station,-105.25684,39.71508
19,366395357,2002,fire_station,Genesee Fire and Rescue,-105.26756,39.69195
20,366395382,2002,fire_station,Foothills Fire and Rescue Idledale Station,-105.24444,39.66587
21,366395387,2002,fire_station,Foothills Fire and Rescue Gravevine Substation,-105.24479,39.70102
22,366395393,2002,fire_station,Foothills Fire and Rescue Mount Vernon Substation,-105.28514,39.71756
23,358952210,2005,post_office,Morrison Post Office,-105.19333,39.65139
24,366394979,2002,fire_station,Fairmount Fire Protection District Station 1,-105.16759,39.78218
25,366395436,2002,fire_station,West Metro Fire Rescue Station 11,-105.17542,39.61705
26,366395438,2002,fire_station,West Metro Fire Rescue Station 9,-105.17178,39.65397
27,366395440,2002,fire_station,Golden Fire Department Station 3,-105.18088,39.72364
28,366395445,2002,fire_station,West Metro Fire Rescue Station 5,-105.15715,39.74755
29,366395453,2002,fire_station,West Metro Fire Rescue Station 6,-105.16826,39.72447
30,366395643,2001,police,Morrison Police Department,-105.19398,39.65085
31,366396002,2001,police,Colorado State Patrol District 6 Golden Office,-105.17462,39.73366
32,366396110,2008,town_hall,Morrison City Hall,-105.19417,39.65139
33,366394993,2002,fire_station,Arvada Fire Protection District Station 1,-105.08529,39.80004
34,366395809,2001,police,Arvada Police Department Headquarters,-105.08775,39.8028
35,366395869,2001,police,Arvada Police Chief,-105.08777,39.80276
36,366396111,2008,town_hall,Arvada City Hall,-105.08806,39.80278
37,366395646,2001,police,Mountain View Police Department,-105.0552,39.77451
38,366396117,2008,town_hall,Mountain View City Hall,-105.05417,39.77361
39,2660077194,2001,police,Lakeside Police Department,-105.05938,39.77689
40,3634964524,2002,fire_station,,-105.0632,39.78166
41,5431742026,2008,town_hall,Lakeside,-105.05938,39.77685
